,student name,age,average mark
3727,Vernell Hampton,22,3.15
3706,Kassandra Callahan,22,5.11
602,Roger Garcia,22,1.69
870,Tammy Nenno,22,6.28
2502,Whitney Stoney,22,5.85
1765,Dominic Castle,22,9.06
1766,Kristin Swiger,22,0.82
4539,Eula Nunnery,22,5.14
861,Santiago Dipasquale,22,1.47
124,William Kenison,22,4.81
3123,Jennifer Tarwater,22,0.23
848,Robert Parsons,22,3.94
3121,Thomas Tolles,22,4.33
88,Scott Furman,22,4.57
840,Janet Ottrix,22,6.64
3117,Marlin Bolling,22,9.33
3116,Eric Houston,22,8.95
1774,John Stewarts,22,8.36
834,Tammy Swigart,22,6.78
1691,Vera Brown,22,2.75
591,Gary Baillargeon,22,3.66
4772,Kermit Barker,22,3.06
4771,Rebecca Niemann,22,4.22
3105,Megan Batchelor,22,7.14
4612,Carrie Mcnish,22,5.72
1803,Mary Grandi,22,5.07
3747,Tammy Blackburn,22,0.29
4674,Deborah Grier,22,2.66
696,Laura Langley,22,9.87
688,Stacy Kirsch,22,3.52
337,Minnie Michaud,22,4.59
4687,Timothy Webster,22,9.93
333,Teresita Hatch,22,5.63
4692,Virginia Wilson,22,5.05
332,Robert Jensen,22,9.18
3017,David Paz,22,4.49
633,Andre Bailey,22,2.85
2633,James Boyd,22,4.31
676,Helen Vargas,22,1.48
2630,Michael Armstrong,22,9.22
636,Judith Miller,22,0.33
3652,Laura Murphy,22,0.36
1836,Genevieve Carrier,22,0.6
2606,Edward Gonzalez,22,5.49
3003,David Molina,22,1.66
4713,Charles Stubblefield,22,3.78
3666,Mary Martinez,22,4.35
304,Ronald Wade,22,5.36
4726,Gigi Lasala,22,1.07
4676,Jeannette Hester,22,6.26
1832,Frank Williams,22,7.44
2971,Larry Simpson,22,1.05
4670,Ruth Ratcliff,22,8.26
300,Bonnie Hill,22,4.8
621,Steven Wilson,22,6.27
2973,Jose West,22,2.29
3700,Claude Pack,22,8.04
4629,Brigette Culpit,22,9.66
4633,Wilbert Macias,22,9.34
2552,Marian Bluhm,22,5.24
3636,George Green,22,8.03
2653,Jeffery Boyer,22,7.12
2561,Denise Wogan,22,9.27
2566,Grace Hefty,22,0.67
4641,John Campbell,22,3.29
1823,Kelly Jackson,22,8.28
2570,James Edwards,22,0.21
91,Karen Beaman,22,2.28
2571,Richard Austin,22,5.98
4745,Gerald Flynn,22,2.16
3688,Leslie Robirds,22,5.43
3683,Daniel Sanmartin,22,2.4
2637,Geri Allen,22,7.58
4668,Sandra Carpenter,22,5.25
873,Mary Fred,22,3.84
1517,Rita Shaw,22,5.23
877,Jeffrey Schmidt,22,2.81
2391,Jean Bryant,22,0.51
350,William Carter,22,1.35
973,Edward Richards,22,0.56
970,Daniel Orr,22,8.44
1730,Jim Weaver,22,0.33
4439,Steve Ghosh,22,4.15
4441,April Towns,22,3.5
4824,Hannelore Townsend,22,4.43
963,Brian Taegel,22,9.42
4453,James Carlson,22,1.07
344,Kathleen Scott,22,4.97
4454,Shannon Sorensen,22,2.63
3216,Rafael Jefferson,22,2.75
3797,Melody Rutherford,22,3.03
951,Rachel Hanes,22,5.96
3770,Anna Lewis,22,8.33
1953,Terrance Hunnicutt,22,6.8
4800,Lori Gilling,22,1.4
4388,James Fetterhoff,22,0.43
2938,Harold Woodson,22,8.35
977,Henry Schulman,22,1.96
2838,Mark Halloran,22,4.06
1719,Winfred Frazier,22,2.85
2415,Christopher Lim,22,1.33
3201,Daniel Mullenix,22,5.09
3203,Ronald Leary,22,7.35
2931,Joel Mccollum,22,9.51
538,Shannon Martin,22,8.67
4970,Mary Diggs,22,5.25
3782,Rosa Batun,22,5.75
3192,Marie Russo,22,9.93
3590,Peter Ludlam,22,6.95
983,Paul Lewis,22,6.22
4809,Majorie Bates,22,4.27
1713,Anita Spain,22,8.2
984,Laura Chisum,22,4.9
4397,Michael Daily,22,9.91
3209,Karl Menendez,22,2.77
1021,Ruth Mohamed,22,4.92
4424,David Nichols,22,6.78
1967,Jessi Vazquez,22,8.27
944,Candace Davison,22,4.57
4389,Jeanette Vilven,22,9.92
2467,Donald Davis,22,2.2
2843,Morris Frenzel,22,9.34
3153,Grace Smith,22,8.22
2383,Eloise Landaverde,22,9.82
4494,Barbara Wagner,22,8.38
4500,Miss Orick,22,1.64
896,Jacqueline Shively,22,6.25
4505,Iona Whitehouse,22,7.61
1746,Rosie Harsh,22,6.3
4826,Sally Ligon,22,5.0
3752,Amanda Brown,22,8.61
1970,Francis Taylor,22,1.77
165,Mary Johansen,22,4.1
223,Isaac Daniel,22,4.33
2950,David Hernandez,22,9.24
882,Walter Sutulovich,22,4.03
570,Jeanne Hudgins,22,5.22
353,Pearl Oberholtzer,22,6.3
4522,Susan Harris,22,7.74
919,Natalie Decarlo,22,5.3
1947,Toni Prillaman,22,6.63
2664,Matthew Smith,22,2.96
3226,Howard Shattuck,22,0.15
4387,John Souphom,22,1.24
4386,Jose Kirkpatrick,22,6.09
4385,Stephen Nixon,22,4.53
4384,Jason Morris,22,9.38
227,Geoffrey Ballard,22,4.42
4471,Donna Bell,22,8.66
1743,Rebecca Rybowiak,22,5.43
312,Quincy Hammond,22,2.43
4373,Isaiah Davis,22,2.03
2414,Jose Finkel,22,8.2
1745,Steven Richie,22,4.22
926,Francis Corriveau,22,4.4
3676,Joseph Hoar,21,5.36
329,Stephanie Gray,21,1.86
1693,Lou Ultseh,21,6.31
4986,Sharon Conard,21,7.01
338,Diane Bowman,21,7.01
1723,Frank Porch,21,4.13
1671,Ashley Mcreynolds,21,9.79
1846,Diane Ellingsworth,21,7.25
3936,Cynthia Burns,21,9.25
229,Margery Long,21,7.94
380,Carlos Williams,21,0.68
1535,Alan Sauceda,21,9.09
3681,Dallas Adams,21,1.23
3678,Gary Gast,21,0.91
1842,Helen Bergman,21,4.5
3822,Christina Ybarra,21,0.04
3938,Emily Valdes,21,5.83
3952,Matthew Jones,21,8.18
3684,Tyler Darosa,21,1.71
3838,Fae Obrien,21,8.21
1724,Susan Lawrence,21,9.65
1615,Norma Mcclain,21,1.14
1599,Andrew Campbell,21,8.61
377,Kenneth Rieves,21,0.84
4943,Federico Dahlen,21,9.57
1601,Greg Shelton,21,8.55
1647,Joanne Taus,21,0.84
1645,Sarah Shea,21,6.0
3884,Ralph Acevedo,21,7.43
1610,Nancy Odom,21,0.03
1614,Dana Johnson,21,3.74
376,Mina Ferreira,21,1.1
3760,Debra Coachman,21,3.75
1778,Richard Ponce,21,3.0
3732,Victor Washington,21,6.41
1621,Doris Brown,21,9.52
3853,Heather Swanson,21,4.69
3855,Jeffery Jones,21,4.31
1772,Edna Smith,21,6.37
3745,Stephen Morse,21,9.93
373,Joann Peragine,21,3.93
369,Chelsea Chase,21,9.69
3758,Christina Roberts,21,3.79
1785,Carl Moeller,21,9.21
1549,Sara Limon,21,0.48
2825,Richard Ward,21,4.59
3693,Paula Manning,21,5.36
3827,Joyce Heller,21,1.46
1814,William Martino,21,3.71
3915,Hong Camper,21,2.99
3913,Mary Jeffreys,21,3.19
90,Carmen Jones,21,0.65
3834,Rebecca Slater,21,7.34
1805,Lenny Skubis,21,8.6
3703,Gertrude Obrien,21,3.54
3903,Dorothy Jackson,21,9.36
3720,Debbie Kirk,21,9.41
237,Donna Hilton,21,6.86
1631,Justin Fritz,21,2.56
1801,Lindsay Otten,21,8.14
1799,Marianne Edwards,21,1.66
1578,Shirley Prager,21,7.55
1650,Denise Garnand,21,3.9
1596,Lorraine Peterson,21,4.54
1733,Willie Scott,21,7.82
3718,James Helle,21,8.08
1686,Jose Daly,21,1.21
644,Tammy Laforce,21,6.53
386,Karen Devine,21,8.44
4572,Tracy Martino,21,3.25
949,Maria Rhew,21,5.96
288,Ebony Unger,21,8.7
4795,Latrisha Herman,21,9.46
4793,Sonia Brevig,21,3.23
935,Lorenza Ciocca,21,9.64
4474,Essie Latimer,21,0.36
4477,Jessica Vidrio,21,6.47
311,Brenda Hernandez,21,6.29
894,Gerda Irvin,21,6.61
565,John Brown,21,9.79
886,Daniel Bauer,21,4.13
295,Janice Solis,21,1.44
866,Angela Theriot,21,4.03
575,James Rodenberger,21,0.78
4536,Ana Bond,21,0.16
858,Rebecca Howard,21,1.18
845,Julie Akers,21,8.37
4555,Jerry Knott,21,1.14
4557,Emily Christensen,21,5.33
950,Darline Antone,21,2.87
956,Ruth Leta,21,3.08
969,Patricia Becker,21,7.18
1025,Mendy Lewis,21,8.21
1050,Alonzo Wilson,21,3.19
4832,Kirk Scriven,21,7.06
525,Randi Bennett,21,3.85
1046,Angela Walker,21,9.82
1044,Carla Mckeown,21,6.95
527,John Williams,21,5.72
1033,Enoch Olin,21,6.72
4391,Patricia Upshaw,21,1.33
12,Ana Perri,21,7.55
4430,Chris Melancon,21,0.14
1016,Troy Hodge,21,4.04
1012,Michael Mooney,21,3.59
536,Maria Sansburn,21,4.46
4813,Chung Lucero,21,6.38
990,Margaret Taylor,21,4.07
4418,Carl Turner,21,7.27
985,Dirk Barrera,21,6.14
4425,Else Ulloa,21,7.71
826,Vivian Eaton,21,4.3
824,Dollie Kelley,21,4.42
4357,Miguel Robare,21,2.12
818,Noemi Paulding,21,3.27
4657,Hazel Adank,21,1.41
712,Linda Allen,21,6.65
4663,Willie Daniels,21,3.12
23,Aubrey Owens,21,6.38
701,Carol Edington,21,8.13
4680,Tami Tyree,21,3.45
4741,Albert Lin,21,2.77
4688,Brandon Reid,21,9.51
680,Caroline Blackburn,21,6.53
4693,Amy Lowry,21,2.68
4695,Inez Roebuck,21,0.33
672,Elmer Stuart,21,2.24
4703,Ruben Anderson,21,4.88
4705,Delores Kositzke,21,8.92
4706,Brandee Shones,21,8.15
666,Doris Fike,21,7.16
656,Alan French,21,2.34
4718,Rosetta Markow,21,4.42
646,Abraham Ferris,21,3.56
4744,Carlos Johnson,21,7.97
4645,Celia Slowinski,21,4.31
4747,Katie Crabtree,21,2.26
765,Louis Meade,21,0.78
813,Nancy Batts,21,5.03
4767,Danny Freeman,21,7.02
4590,Paul Schumann,21,3.99
4594,Donna James,21,8.01
4596,Robert Champion,21,7.49
781,Mary Huddleston,21,2.39
4758,Rosemarie Haugen,21,1.31
4757,Joseph Terkelsen,21,2.85
762,Anthony Haigh,21,8.68
4637,Monica Lubinski,21,6.7
619,Michael Dalton,21,3.44
4618,David May,21,2.36
754,Naomi Knight,21,3.68
4626,Sharon Jones,21,5.9
4630,Amanda Bouknight,21,7.56
733,Charles Blagg,21,9.92
4748,William Tola,21,1.08
4635,Regina Corscadden,21,7.54
515,Charlie Hinkle,21,3.23
1059,Albert Chittum,21,2.66
3960,Edward Dec,21,0.54
4159,Mellie Browning,21,3.13
4071,Tom Dannunzio,21,8.37
250,Carlos Wood,21,0.54
4078,Debra Gutierrez,21,2.42
4910,Marshall Blackwell,21,7.65
1381,Eddie Gugler,21,8.6
4909,Troy Parker,21,9.19
1378,Heather Montgomery,21,4.05
1370,Donna Osman,21,8.79
1367,Roberto Browning,21,8.71
4886,James Linn,21,8.27
438,Chad Morris,21,7.41
254,Miles Thompson,21,0.09
4127,William Elswick,21,0.95
4128,Nickie Moore,21,4.84
4129,George Lewis,21,4.73
1332,Shirley Thomas,21,0.82
4136,Perry Langford,21,1.48
4137,Kristin Zambelli,21,2.56
439,Lucy Cowan,21,9.17
4061,Clementine Ray,21,2.42
1412,Dorothy Smith,21,2.92
4056,Mimi Torres,21,0.17
1452,Brian Breitbart,21,3.81
3967,Lisa Jones,21,1.99
3973,Gary Simpson,21,1.89
1492,Jennifer Cross,21,8.55
3981,Karen Kmiotek,21,3.35
3982,Alyssa Bascomb,21,9.4
3994,James Smith,21,1.06
1476,Linda Hilker,21,8.88
1457,Dale Johnson,21,3.71
4016,Eugene Banks,21,1.91
4916,Robert Smith,21,0.04
389,Julie Espinal,21,8.46
1438,Rickey Meeler,21,0.6
1433,John Lingbeek,21,3.91
4040,Ida Bernal,21,9.46
1427,Thomas Mcgrath,21,3.55
1422,Joann Lara,21,2.92
4049,Daniel Smith,21,6.32
1417,Pamela Cano,21,7.94
1300,Myles Denny,21,2.41
321,Donna Brazil,21,5.75
1064,Blake Smallwood,21,2.24
4164,Margaret Ascolese,21,0.05
478,Ryan Demmons,21,0.83
4855,Matthew Eastwood,21,8.66
4279,Renee Lee,21,2.72
4280,George Tinsley,21,8.7
4282,William Lee,21,8.84
4291,Anna Maxam,21,4.39
4296,Roy Heath,21,2.0
4849,Steven Cheever,21,1.77
1128,Karen Gimbel,21,6.61
4304,Kathleen Hamelton,21,4.62
1112,Michael Garza,21,3.74
277,Catherine Warner,21,1.21
4313,Anita Jones,21,6.88
507,Donald Gearhart,21,6.92
4326,Pilar Bernier,21,1.51
1099,Benjamin Kim,21,9.25
1088,Dennis Chism,21,3.38
4344,Elizabeth Tennant,21,1.6
1069,Steven Murphy,21,3.63
1165,Patsy Theuret,21,9.16
4859,Michael Gray,21,3.64
4258,Allyson Smith,21,0.9
459,Brian Andrade,21,1.27
4168,Janet Fernandez,21,1.79
4170,Adam Ortega,21,9.22
4877,Alison Johnson,21,1.67
1269,Amelia Seeger,21,4.45
4875,Nita Virgil,21,0.56
1254,Bertha Harrison,21,4.62
4194,Kathleen Calzada,21,2.73
4196,Carlo Dartt,21,0.4
4199,Ann Elmore,21,7.78
4862,Shane Bercier,21,3.44
4869,Linda Lantieri,21,6.43
4216,Syreeta Miller,21,8.33
4223,Franklin Wallace,21,3.42
4233,Timothy Sartin,21,9.56
4236,Joseph Matthews,21,1.21
1193,Johnny Blankenship,21,3.53
6,Erica Carlino,21,6.72
4244,Kristen Drake,21,6.55
460,Zita Cordeiro,21,0.2
2823,Vera Reid,21,6.87
3010,Albert Herlocker,21,5.07
3482,Betty Mckellar,21,0.62
3512,Arthur Fisher,21,4.56
203,Shannon Mccullar,21,5.76
2058,Pat Toki,21,0.34
2956,Janelle Taylor,21,8.29
136,Tabitha Kass,21,1.48
2659,Melvina Brown,21,3.62
3503,Justin Hoobler,21,5.86
2967,Richard Spooner,21,9.95
2070,Dwight Levy,21,7.75
3494,George Bohne,21,2.33
3491,Mary Hughes,21,1.47
2974,Helen Bloomer,21,9.3
2977,Michael Robinson,21,7.68
2087,Robert Diaz,21,3.24
2662,Terry Davis,21,3.61
2627,Sylvia Morales,21,9.73
3464,Daniel Walker,21,0.43
2623,Denise Altmiller,21,4.65
2621,Larry Fuentes,21,1.26
2620,Vera Pesqueira,21,5.38
2119,Marsha Brase,21,8.61
2616,Robert France,21,6.61
2122,Kay Cassem,21,1.35
3008,Jesse Chavez,21,3.74
2604,Todd Pinkowski,21,8.28
3012,Ruth Turk,21,4.42
2594,Kent Cancilla,21,1.98
2586,Raymond Etheredge,21,6.75
2660,Lavonna Moore,21,0.22
2042,Cherie Giorgio,21,5.87
2724,Ruth Mcgeever,21,3.67
2702,Jeanette Swanson,21,5.48
3582,Wayne Burgess,21,8.74
2894,Harold Tinker,21,5.24
3580,Judy Reed,21,9.25
2712,Mary Scott,21,3.7
3575,Martha Rincon,21,7.5
2904,Laurie Jones,21,5.48
3574,Betty Jacques,21,6.0
2706,Eric Richardson,21,7.9
2907,Debra Harris,21,0.05
1976,Charlie Winski,21,5.06
2909,Jo Mallette,21,5.31
1979,Natalie Fraser,21,2.39
2913,Walter Lea,21,1.57
2916,James Eargle,21,0.28
2947,Dennis Odom,21,1.97
3558,Betty Smith,21,9.83
1990,Elva Glaser,21,0.31
2686,Lila Campbell,21,0.75
2685,Mark Snyder,21,5.82
2682,Harvey White,21,9.93
2008,Carrol Combs,21,6.83
2681,Nestor Burkey,21,3.75
2017,Carol Bumpus,21,4.21
2672,Marion Shelton,21,3.75
205,Carol Mora,21,4.71
2034,Patricia Curtis,21,1.72
2667,Irma Young,21,1.5
2943,Michael Dawson,21,1.23
3027,Bessie Sharp,21,2.83
3028,James Bica,21,6.28
2578,Monica Fortner,21,6.1
3287,Charles Poteet,21,5.39
2485,Jessica Wilcox,21,9.69
2251,Roberto Elsea,21,4.03
2254,Cameron Hernandez,21,7.02
2478,Brian Dewitt,21,0.75
111,David Weis,21,0.71
2468,Jarred Whitaker,21,4.49
2466,Karolyn Kimrey,21,1.42
3166,Peggy Thomas,21,4.08
121,Anna Brew,21,7.37
2453,Ann Jones,21,2.04
2448,Stacy Nelson,21,2.04
3301,Steven Dugar,21,7.7
2442,Robert Higa,21,7.37
2441,Jack Crawford,21,5.95
2577,Joan Ephriam,21,4.51
3285,Lucius Blankenship,21,1.23
2314,John Meldrum,21,0.86
3188,Frances Kearns,21,2.16
2320,Gregory Snow,21,6.37
174,Carolyn Jenkins,21,7.18
2409,Glenda Lee,21,4.34
3210,Charles Lopez,21,5.2
2393,Ronnie Ferebee,21,7.53
2356,Luis Powell,21,0.17
3255,Marjorie Moreno,21,4.46
3224,Bill Shumate,21,4.04
2379,William Garner,21,3.18
2367,Jaime Blankenship,21,0.98
2488,Andrew Gould,21,0.18
2249,Mary Crosland,21,6.18
3333,Lily Perryman,21,9.91
3138,Yan Grubb,21,5.31
2575,William Wiggins,21,9.26
3426,Shannon Wade,21,6.84
3041,Maxwell Mcleland,21,2.83
2147,Charles Curtis,21,8.14
131,Gary Reid,21,3.0
2567,Christopher Shelby,21,0.45
3420,Lewis Oshita,21,7.59
2151,Rose Muhr,21,9.39
3417,Brenda Freudenburg,21,1.05
3058,George Dunn,21,9.69
3061,Jonathan Guajardo,21,8.07
3410,Gary Roman,21,0.89
2159,Rob Weber,21,6.19
3398,Charlie Leppert,21,2.63
196,Joe Buehler,21,6.94
2168,Brian Robinson,21,0.46
3391,Walter Gottlieb,21,5.87
2528,Mary Diaz,21,3.13
3380,Larry Rice,21,2.54
3100,Michael Baskin,21,9.02
2205,Don Hall,21,3.38
3114,Andrea Taylor,21,8.6
2507,Wanda Christian,21,7.52
2212,John Rutherford,21,0.74
2217,Kristine Perez,21,4.51
2505,Brice Hynes,21,6.03
3130,Mariko Goodman,21,2.86
3584,Scott Snyder,21,6.4
3241,Brandon Villalobos,21,1.76
2737,Bruce Bergeron,21,4.74
2890,Debra Jones,21,1.39
2864,Robert Riley,21,8.31
2888,Bobby Edwards,21,9.88
2773,Tiffany Gray,21,7.15
3596,Robert Bush,21,8.78
1925,James Brown,21,9.69
1897,Patricia Stenberg,21,9.93
1930,Jamison Jakeman,21,7.44
2785,Martha Muni,21,5.35
2859,Kristi King,21,5.9
2734,Theresa Gardner,21,0.58
3643,Bruce Brown,21,5.74
2778,Kristy Fellers,21,8.21
2815,Dale Riggle,21,7.91
1889,Carol Price,21,0.98
3628,Ashley Mcgrew,21,9.35
2858,Leonard Cochran,21,4.82
2747,Gertrude Venable,21,1.99
3659,Margaret Manheim,21,8.15
753,Terry Green,20,4.41
960,Tracy Ferrell,20,0.69
379,Raphael Wofford,20,4.1
67,Ashley Mcilvain,20,2.95
3068,Archie Combs,20,0.61
3413,Virginia Casarez,20,5.07
961,Robert Cote,20,7.94
738,Kevin Williams,20,8.63
1834,Eva Schlosser,20,4.92
4440,Carlos Clark,20,1.69
46,Cedric Smith,20,9.58
2440,Mary Napoleon,20,0.05
4874,Terri Gilmore,20,0.48
1885,Danny Chambers,20,7.24
1795,Helen Brooks,20,9.26
3411,Suzanne Rener,20,4.81
4077,Kimberly Landis,20,8.29
1161,Joyce Hernandez,20,1.3
1382,Debra Bryant,20,6.12
3072,Kathy Leleux,20,3.65
767,Willie Ricard,20,6.82
298,Carma Ramos,20,7.69
3086,Edward Carter,20,5.47
187,William Downes,20,0.06
4111,Edith Robinson,20,4.29
4264,Ethel Lapoint,20,4.45
3081,Roy Castro,20,4.73
784,Claire Spelman,20,7.48
4600,Jayne Cahill,20,0.54
3296,Matthew Stallard,20,6.66
3707,Arlene King,20,8.23
779,Thomas Johnson,20,6.03
2531,Virginia Johnson,20,6.71
1912,Christopher Stein,20,9.39
1379,Harry Wildes,20,2.14
2534,Lana Silvis,20,1.42
1380,Christopher Larcom,20,2.86
3401,Jennifer Mcdonald,20,9.17
197,Letty Stiegman,20,4.44
768,Hubert Lent,20,9.4
1156,Robin Peterson,20,4.3
3626,Johanna Davidson,20,9.5
726,Twana Fitzgerald,20,6.13
1396,Edwina Cross,20,1.01
724,James Baker,20,6.0
3442,Jesus Freetage,20,8.98
4669,Ollie Walton,20,1.29
3032,Denise Cardinale,20,8.91
3435,Donald Mahan,20,4.64
4030,Robert Hernandez,20,8.39
4673,James Rubenstein,20,1.14
3031,William Dawkins,20,3.22
2432,Tanya Stechlinski,20,1.53
2757,Rebekah Alloway,20,5.08
4288,Bertha Perry,20,7.48
2755,Shane Brewer,20,9.21
3024,Gladys Jones,20,3.45
2761,Brian Williams,20,4.04
3023,James Perfater,20,1.67
2317,Tyler Torres,20,5.12
679,Guadalupe Nelson,20,1.26
3020,Misty Segovia,20,9.14
2592,Michael Mccloy,20,1.3
4927,Nancy Edmunds,20,8.61
4697,Theresa Harris,20,3.58
2124,Fidel Moore,20,6.33
397,Cody Tyson,20,0.35
2370,Herbert Butterworth,20,3.08
274,Judy Callan,20,3.73
2576,Thomas Dickerson,20,1.44
723,Roger Clements,20,9.18
4438,Cynthia Gebhart,20,2.34
4065,Jason Stevens,20,8.35
4640,Margaret Diego,20,4.2
221,Edith Pendley,20,7.48
1916,Laura Mealer,20,1.36
4938,Leroy Stacy,20,5.28
2793,Danny Mclaughlin,20,8.78
3623,Janet Ward,20,9.18
4057,Wilma Meunier,20,6.55
3423,Benedict Mclawhorn,20,4.47
718,George Edgar,20,0.59
2860,Josephine Buchanan,20,9.23
4661,Joy Kabat,20,5.24
3283,Miles Winters,20,8.67
4436,David Toenges,20,0.5
2765,Darlene Ancira,20,3.3
3428,Ashley Schwartz,20,8.61
3182,Theodore Mahoney,20,3.05
4045,Clyde Pleasanton,20,1.92
4656,William Monarrez,20,2.76
4043,Charlie Beal,20,9.32
2433,Suzanne Scherer,20,9.41
710,Candace Mcdearmont,20,0.05
3714,Jonathan Bernacchi,20,6.05
3095,Lenore Everett,20,4.99
1351,Cary Hernandez,20,2.79
2475,Maria Olson,20,4.61
928,Cassandra Banta,20,7.21
3335,Ronald Dubinsky,20,9.67
2261,Victor Gamboa,20,7.59
1242,Vincent Steigerwalt,20,5.31
878,Arthur Birdwell,20,0.08
4192,Russel Walter,20,0.07
2499,Thomas Higdon,20,4.97
1251,Andrew Candelario,20,3.51
4189,Gina Lawson,20,8.91
3135,Nicholas Leal,20,0.44
2471,Jack Pickens,20,2.89
3140,Claudia Smith,20,4.55
2231,Desmond Jahnke,20,4.95
4531,Thomas Cunningham,20,3.62
2228,Daniel Jones,20,8.47
3341,Wayne Wendt,20,4.69
3162,Phillip Taylor,20,2.76
1901,Jill Arceneaux,20,3.27
1197,Cindi Oberst,20,6.7
367,Julie Mueller,20,2.11
863,Sara Garcia,20,0.88
31,Sandra Williemae,20,0.41
3332,Kevin Sharpe,20,6.63
885,James Cooper,20,7.88
3383,Ivette Michel,20,3.14
2250,Tina Mathis,20,4.39
4484,Betty Jones,20,0.2
3154,Letha Lopez,20,3.2
167,Dong Christian,20,2.54
917,Barbara Stern,20,0.71
1890,Brenda Wilcox,20,1.75
4222,Jacob Curry,20,3.82
914,Brenda Bravo,20,4.51
1223,Robert Hopkins,20,7.11
3151,Linda Roberts,20,5.3
1206,Yolanda Holliday,20,0.4
1822,Casey Daniels,20,4.56
2847,Evelyn Tidwell,20,0.71
294,Pamela Mazza,20,9.66
2486,Marita Drain,20,6.73
895,Megan Reynolds,20,0.89
2487,Suzy Troutman,20,8.63
4506,Terrell Sylvia,20,0.06
3326,Chad Slade,20,2.38
366,Jacqueline Aguilar,20,7.14
893,Emil Race,20,1.44
4511,Lisa Hurla,20,5.2
889,Robert Wheaton,20,7.47
2223,Jimmy Chambers,20,2.31
2278,Gloria Davis,20,5.7
192,Tanner Pedraza,20,6.81
955,Donald Richards,20,8.13
1310,John Perry,20,5.94
831,Ruth Holliday,20,1.61
1831,Michael Oakes,20,9.42
4253,John Hayslip,20,7.96
3111,David Moses,20,9.85
1176,Virginia Amaro,20,9.14
954,Ray Ransom,20,3.2
3104,Nora Clanton,20,1.64
2201,Amber Mcclain,20,2.28
3370,Wendy Dilley,20,0.95
4578,Jessica Locklear,20,6.91
1826,Gloria Hamburg,20,7.11
2198,Mary Pralle,20,6.54
2197,John Bromley,20,6.65
194,Lori Bethel,20,6.86
2519,Steven Janosko,20,2.55
958,Kathy Morris,20,9.76
3644,Mabel Alderman,20,8.18
3730,Tracey Mcgrath,20,4.78
3629,Erica Fulgham,20,0.54
3299,Karen Airington,20,7.23
3089,George Moses,20,7.43
4143,Michelle Park,20,9.67
1179,Melissa Harris,20,7.62
3363,Elena Bryant,20,4.2
837,Neal Babino,20,6.45
4541,Roland Morin,20,1.43
3349,John Stover,20,1.39
856,Deborah Walter,20,7.4
4544,Claude Bryant,20,2.21
855,Jacob Outlaw,20,1.22
3698,Gordon Bludworth,20,7.95
4467,Hugo Hudgins,20,2.49
2287,Ruth Rodriguez,20,3.47
942,Stacy Bredesen,20,9.38
843,Bryan Trunzo,20,0.59
1294,Mary Taplin,20,8.99
3357,Catherine Kozma,20,7.86
1295,Elmer Nguyen,20,5.9
1297,Dean Henderson,20,2.25
2454,Denise Lounsbury,20,8.55
4460,Shannon Sweet,20,6.53
352,Rebeca Williams,20,1.05
370,Caroline Thrower,20,4.36
4559,Willie Obrien,20,9.42
4560,Saul Ray,20,0.49
1305,James Calvello,20,6.68
4482,Albert Lewis,20,6.95
2430,Darrel Marston,20,6.41
4924,Ricky Belles,20,9.27
3864,Robert Robles,20,2.88
2385,Brandon Weaver,20,7.89
1092,Jenifer Cox,20,1.78
4383,Lillian Miller,20,5.74
2027,Nancy Wright,20,6.52
3528,Lucia Johnson,20,1.8
4334,Fred Greer,20,2.86
3869,Vicki Pereira,20,7.1
4805,Robert Flahive,20,2.26
1626,Claudia Wilson,20,1.22
544,Doris Truesdale,20,9.4
4894,Robert Devore,20,2.62
430,Shawanda Gonzales,20,6.38
4810,John Wilson,20,0.14
2678,Michael Brown,20,0.38
2013,Sarah Harris,20,2.1
2012,Martha Owen,20,9.14
3765,Loretta England,20,4.98
4819,Shirley Bryant,20,1.84
1637,Edward Lyons,20,2.06
1027,David Dolney,20,2.74
4821,Carrie Malady,20,2.48
3849,Chrystal Huffman,20,3.01
4798,Frances Glover,20,2.94
2389,Jacquelyn Crocker,20,7.56
4318,Charles Mcguigan,20,9.82
4781,Chris Esqueda,20,5.7
1103,Mildred Kern,20,4.73
1022,Gloria Todd,20,2.87
3606,Melissa Diaz,20,3.71
4006,Zackary Qualls,20,5.31
2053,Mattie Furr,20,1.75
1580,John Wilson,20,7.84
1581,Mark Cunningham,20,3.89
2955,Lindsey Bockelman,20,7.66
1850,David Doughty,20,2.71
1747,Monique Tucker,20,5.7
2048,Randy Sponaugle,20,2.35
233,John Welling,20,9.86
3892,Lucille Colon,20,5.06
3604,Paul Anderson,20,3.1
4784,George Legra,20,0.5
1948,Shannon Shay,20,1.27
3217,Patrick Chapman,20,0.12
2880,Elvira Yang,20,9.3
2390,Mary Vandenbosch,20,8.33
2038,Wade Nikolic,20,3.65
4790,Elmer Clarke,20,7.82
4328,Noah Ramos,20,0.73
1037,Martha Larrabee,20,5.98
1644,Gene Searcy,20,8.84
3767,Catherine Jensen,20,3.02
283,James Chee,20,4.99
1677,Elizabeth Miller,20,8.29
441,Robert Schofield,20,9.5
1731,David Clark,20,6.56
3593,Jason Helm,20,1.77
3779,Mary Farrell,20,2.55
3573,Katherine Torgerson,20,7.81
1729,Hattie Scurlock,20,9.82
1687,Beth Edmonds,20,9.68
84,Gregory Smith,20,2.64
477,Isabel Schmidt,20,0.15
1963,Victoria Clark,20,6.52
1040,Robert Athearn,20,9.79
2899,Carl Murry,20,4.01
